Gene Symbol,Differential Expression,Whole-Gene ID,Chromosome,Genomic Coordinates,Whole Gene P-value,Whole Gene Correlation with LSI,Isoform ID,Isoform P-value,Isoform Correlation with LSI,Known Stress Gene?
LHFPL2,Both,ENSG00000145685.9,chr5,77781038-78065844,0.016684296,-0.5219833,ENST00000515007.2,0.021511553,-0.5397583,FALSE
RP11-549J18.1,Whole-Gene-Only,ENSG00000251023.1,chr5,93196375-93199531,0.046352067,0.4753755,NA,NA,NA,FALSE
RP11-475J5.10,Both,ENSG00000271480.1,chr5,99386423-99386767,0.027474896,-0.5035039,ENST00000603825.1,0.048860852,-0.4939051,FALSE
RP11-475J5.5,Both,ENSG00000271207.1,chr5,99389390-99390749,0.02665531,-0.5048983,ENST00000604619.1,0.020058341,-0.5517937,FALSE
FYN,Isoform-Only,ENST00000538466.1,chr6,111982497-112041265,NA,NA,ENST00000538466.1,0.039521059,-0.4675681,TRUE
LAMA4,Both,ENSG00000112769.14,chr6,112429963-112576141,0.000269451,0.759276,ENST00000521187.1,0.00405926,0.6763896,FALSE
TRAPPC3L,Whole-Gene-Only,ENSG00000173626.5,chr6,116816152-116866773,0.038028858,0.4273127,NA,NA,NA,FALSE
ASF1A,Both,ENSG00000111875.7,chr6,119215384-119230332,0.008550541,-0.5775991,ENST00000229595.5,0.010459103,-0.5901313,TRUE
RNF217,Whole-Gene-Only,ENSG00000146373.12,chr6,125283691-125413779,0.040103935,-0.4763559,NA,NA,NA,FALSE
FOXQ1,Both,ENSG00000164379.4,chr6,1312675-1314992,0.021802268,-0.5195229,ENST00000296839.2,0.034550504,-0.5010159,FALSE
CTGF,Both,ENSG00000118523.5,chr6,132269316-132272513,0.019844342,-0.5229742,ENST00000367976.3,0.024238593,-0.5373334,TRUE
VNN3,Isoform-Only,ENST00000417437.2,chr6,133044065-133055831,NA,NA,ENST00000417437.2,0.015800753,0.5365952,FALSE
RP11-356I2.4,Whole-Gene-Only,ENSG00000237499.2,chr6,138144810-138189370,0.017616924,0.5515832,NA,NA,NA,FALSE
CITED2,Whole-Gene-Only,ENSG00000164442.8,chr6,139693393-139695757,0.033603863,-0.4923518,NA,NA,NA,TRUE
ARID1B,Isoform-Only,ENST00000414678.2,chr6,157100567-157530401,NA,NA,ENST00000414678.2,0.032560156,-0.564148,FALSE
RP3-393E18.2,Both,ENSG00000237927.1,chr6,160007987-160010201,0.002844946,0.6413403,ENST00000430078.1,0.007252859,0.6263854,FALSE
SOD2,Isoform-Only,ENST00000452684.2,chr6,160111951-160114276,NA,NA,ENST00000452684.2,0.027033381,0.6658816,TRUE
FOXC1,Both,ENSG00000054598.5,chr6,1610681-1614127,0.010423839,-0.5796899,ENST00000380874.2,0.015646678,-0.5836287,TRUE
AGPAT4,Whole-Gene-Only,ENSG00000026652.9,chr6,161551011-161695093,0.01716196,-0.5576868,NA,NA,NA,FALSE
QKI,Isoform-Only,ENST00000392127.2,chr6,163835675-163991177,NA,NA,ENST00000392127.2,0.043927663,-0.4425012,FALSE
AL133458.1,Whole-Gene-Only,ENSG00000197146.2,chr6,167357853-167360151,0.042561173,0.4636344,NA,NA,NA,FALSE
RP11-351J23.2,Isoform-Only,ENST00000609107.1,chr6,168067520-168079950,NA,NA,ENST00000609107.1,0.035640367,-0.4720561,FALSE
MLLT4-AS1,Whole-Gene-Only,ENSG00000198221.7,chr6,168224556-168227389,0.032100126,-0.5040313,NA,NA,NA,FALSE
ERMARD,Whole-Gene-Only,ENSG00000130023.11,chr6,170151718-170181680,0.005939581,-0.5960313,NA,NA,NA,FALSE
FAM120B,Isoform-Only,ENST00000252510.9,chr6,170615846-170714730,NA,NA,ENST00000252510.9,0.037856164,0.4856602,FALSE
KIAA0319,Both,ENSG00000137261.9,chr6,24544332-24646383,0.019696693,0.5381034,ENST00000430948.2,0.047013125,0.4693241,FALSE
FAM65B,Both,ENSG00000111913.11,chr6,24797601-25042238,0.042297266,0.5434632,ENST00000259698.4,0.039137977,0.6030342,FALSE
HIST1H2BF,Both,ENSG00000197846.3,chr6,26199748-26200942,0.035566351,-0.4534248,ENST00000359985.1,0.016201259,-0.5452024,FALSE
RP1-34B20.4,Both,ENSG00000217275.2,chr6,26202384-26202882,0.004990644,-0.6104304,ENST00000405418.2,0.004909803,-0.6345541,FALSE
HIST1H2BG,Both,ENSG00000187990.4,chr6,26216428-26216872,0.033846666,-0.4685856,ENST00000244601.3,0.01692239,-0.5576271,FALSE
HIST1H2AE,Both,ENSG00000168274.3,chr6,26217165-26217711,0.006348234,-0.5854757,ENST00000303910.2,0.005386635,-0.6235736,FALSE
SERPINB6,Whole-Gene-Only,ENSG00000124570.13,chr6,2948393-2972090,0.021042546,-0.599537,NA,NA,NA,FALSE
NQO2,Isoform-Only,ENST00000338130.2,chr6,3000208-3019996,NA,NA,ENST00000338130.2,0.021662087,0.5182547,FALSE
HCG18,Isoform-Only,ENST00000438412.1,chr6,30258571-30294164,NA,NA,ENST00000438412.1,0.024811177,-0.499618,FALSE
MRPS18B,Whole-Gene-Only,ENSG00000204568.7,chr6,30585486-30594172,0.024384066,-0.5047202,NA,NA,NA,FALSE
CCHCR1,Whole-Gene-Only,ENSG00000204536.9,chr6,31110216-31126015,0.021879119,0.5219978,NA,NA,NA,FALSE
HCG27,Whole-Gene-Only,ENSG00000206344.6,chr6,31165537-31171745,0.03704658,0.5019894,NA,NA,NA,FALSE
XXbac-BPG181B23.7,Both,ENSG00000272221.1,chr6,31362066-31363272,0.021135493,0.5104356,ENST00000606743.1,0.03772537,0.492149,FALSE
LTB,Isoform-Only,ENST00000446745.2,chr6,31548332-31550204,NA,NA,ENST00000446745.2,0.035205324,0.4738535,TRUE
BAG6,Isoform-Only,ENST00000470875.1,chr6,31609625-31612093,NA,NA,ENST00000470875.1,0.038489948,-0.5011252,TRUE
LY6G5C,Whole-Gene-Only,ENSG00000204428.8,chr6,31644461-31651817,0.034463599,-0.472411,NA,NA,NA,FALSE
C6orf25,Both,ENSG00000204420.4,chr6,31686371-31694491,0.049726304,0.4357759,ENST00000375809.3,0.033413355,0.5231387,FALSE
HSPA1L,Whole-Gene-Only,ENSG00000204390.8,chr6,31777396-31783437,0.023650952,0.4732327,NA,NA,NA,TRUE
C2,Whole-Gene-Only,ENSG00000166278.10,chr6,31865562-31913449,0.049235,-0.406848,NA,NA,NA,FALSE
STK19,Isoform-Only,ENST00000483801.1,chr6,31940158-31949206,NA,NA,ENST00000483801.1,0.03377027,-0.4634727,FALSE
RNF5,Isoform-Only,ENST00000375094.3,chr6,32146131-32148570,NA,NA,ENST00000375094.3,0.014363735,-0.6571,FALSE
AGER,Both,ENSG00000204305.9,chr6,32148745-32152101,0.010284574,0.5905942,ENST00000484849.1,0.012398501,0.5770982,TRUE
HLA-DRA,Both,ENSG00000204287.9,chr6,32407619-32412823,0.01564358,-0.523083,ENST00000395388.2,0.035418182,-0.5028236,FALSE
MTCO3P1,Both,ENSG00000235040.1,chr6,32673901-32674732,0.038167237,-0.4548005,ENST00000422088.1,0.033285083,-0.4828518,FALSE
TAPSAR1,Isoform-Only,ENST00000458296.1,chr6,32811885-32813596,NA,NA,ENST00000458296.1,0.04063996,0.4763137,FALSE
HLA-DMB,Isoform-Only,ENST00000498020.1,chr6,32902406-32908761,NA,NA,ENST00000498020.1,0.038400529,-0.5113345,FALSE
HLA-DPA1,Both,ENSG00000231389.3,chr6,33032346-33048552,0.002249483,-0.5836962,ENST00000428995.1,0.012354768,-0.5448979,FALSE
HLA-DPA1,Both,ENSG00000231389.3,chr6,33032346-33048552,0.002249483,-0.5836962,ENST00000437811.1,3.18E-05,-0.7891629,FALSE
HLA-DPA1,Both,ENSG00000231389.3,chr6,33032346-33048552,0.002249483,-0.5836962,ENST00000479107.1,0.001519448,-0.7136493,FALSE
HLA-DPB1,Both,ENSG00000223865.6,chr6,33043703-33054978,0.011645518,-0.5019008,ENST00000418931.2,0.006658665,-0.6093544,FALSE
RXRB,Isoform-Only,ENST00000483821.1,chr6,33162441-33163137,NA,NA,ENST00000483821.1,0.034704232,0.5155549,TRUE
C6orf1,Isoform-Only,ENST00000394990.4,chr6,34214172-34216817,NA,NA,ENST00000394990.4,0.013613462,-0.5527548,FALSE
ETV7,Both,ENSG00000010030.9,chr6,36322419-36356164,8.53E-05,-0.7653688,ENST00000373737.4,0.007466313,-0.5917354,FALSE
ETV7,Both,ENSG00000010030.9,chr6,36322419-36356164,8.53E-05,-0.7653688,ENST00000538992.1,0.00140668,-0.6762721,FALSE
CPNE5,Isoform-Only,ENST00000459703.1,chr6,36708552-36725158,NA,NA,ENST00000459703.1,0.008950659,-0.5812396,FALSE
ZFAND3,Isoform-Only,ENST00000373389.5,chr6,37897735-38110107,NA,NA,ENST00000373389.5,0.021006854,-0.531839,FALSE
PRPF4B,Isoform-Only,ENST00000481109.1,chr6,4037653-4065217,NA,NA,ENST00000481109.1,0.028251481,-0.4997948,FALSE
UNC5CL,Both,ENSG00000124602.5,chr6,40994772-41006928,0.000715229,0.7009035,ENST00000244565.3,0.003974915,0.6717853,FALSE
ADCY10P1,Both,ENSG00000161912.13,chr6,41068761-41108571,0.01478907,0.4794457,ENST00000567255.1,0.004927854,0.5777399,FALSE
TREML4,Both,ENSG00000188056.7,chr6,41196062-41206620,0.030366976,0.4595301,ENST00000461240.1,0.016760934,0.5098019,FALSE
RP1-229K20.5,Both,ENSG00000218809.1,chr6,41237613-41237977,0.017297268,0.539671,ENST00000407513.1,0.0480017,0.4888201,FALSE
TOMM6,Whole-Gene-Only,ENSG00000214736.3,chr6,41755400-41757636,0.02074063,-0.5634109,NA,NA,NA,FALSE
MED20,Both,ENSG00000124641.10,chr6,41873092-41888877,0.001140248,-0.6150151,ENST00000265350.4,0.002185476,-0.6286909,FALSE
UBR2,Isoform-Only,ENST00000372901.1,chr6,42531800-42661242,NA,NA,ENST00000372901.1,0.022966504,0.5718274,FALSE
PEX6,Whole-Gene-Only,ENSG00000124587.9,chr6,42931608-42946958,0.038470795,0.4743581,NA,NA,NA,FALSE
TJAP1,Isoform-Only,ENST00000454762.1,chr6,43469264-43474291,NA,NA,ENST00000454762.1,0.024380086,0.5459723,FALSE
MRPS18A,Whole-Gene-Only,ENSG00000096080.7,chr6,43639040-43655528,0.012769657,-0.5540941,NA,NA,NA,FALSE
C6orf223,Whole-Gene-Only,ENSG00000181577.11,chr6,43968317-43973695,0.013476786,-0.4617846,NA,NA,NA,FALSE
HSP90AB1,Both,ENSG00000096384.15,chr6,44214824-44221620,0.009292112,-0.6110259,ENST00000371646.5,0.015954535,-0.6292896,TRUE
GPR110,Both,ENSG00000153292.11,chr6,46965440-47010099,0.035235999,-0.4836794,ENST00000283297.5,0.005402861,-0.5951782,FALSE
GPR110,Both,ENSG00000153292.11,chr6,46965440-47010099,0.035235999,-0.4836794,ENST00000371253.2,0.035174397,-0.4859835,FALSE
RP11-462G2.1,Whole-Gene-Only,ENSG00000237643.1,chr6,71104590-71109120,0.03764448,0.4779252,NA,NA,NA,FALSE
CD109,Isoform-Only,ENST00000287097.5,chr6,74405827-74538037,NA,NA,ENST00000287097.5,0.046524172,-0.4868953,FALSE
MYO6,Both,ENSG00000196586.9,chr6,76458909-76629254,0.033488624,-0.4935163,ENST00000369975.1,0.013351467,-0.5663178,FALSE
MYO6,Both,ENSG00000196586.9,chr6,76458909-76629254,0.033488624,-0.4935163,ENST00000369981.3,0.049836368,-0.4479012,FALSE
SNHG5,Isoform-Only,ENST00000414002.1,chr6,86386802-86388451,NA,NA,ENST00000414002.1,0.046347053,-0.4665371,FALSE
RNGTT,Whole-Gene-Only,ENSG00000111880.11,chr6,89319985-89673348,0.048277492,0.4240838,NA,NA,NA,TRUE
MMS22L,Whole-Gene-Only,ENSG00000146263.7,chr6,97590037-97731093,0.010161206,0.6446939,NA,NA,NA,TRUE
C7orf61,Whole-Gene-Only,ENSG00000185955.4,chr7,100054238-100061894,0.022879998,0.5113636,NA,NA,NA,FALSE
TSC22D4,Isoform-Only,ENST00000493217.1,chr7,100071411-100076792,NA,NA,ENST00000493217.1,0.042581673,0.4563055,TRUE
AGFG2,Isoform-Only,ENST00000300176.4,chr7,100136848-100165842,NA,NA,ENST00000300176.4,0.015864474,-0.5595142,FALSE
POLR2J3,Whole-Gene-Only,ENSG00000168255.14,chr7,102178365-102213103,0.028854375,0.5139755,NA,NA,NA,FALSE
PIK3CG,Isoform-Only,ENST00000440650.2,chr7,106505723-106546266,NA,NA,ENST00000440650.2,0.021917884,0.5013499,TRUE
RP11-3B12.1,Both,ENSG00000224897.2,chr7,124569927-124819369,0.036775107,-0.4379841,ENST00000435452.2,0.027049182,-0.4713703,FALSE
ARL4A,Whole-Gene-Only,ENSG00000122644.8,chr7,12726481-12730559,0.026082001,-0.5142197,NA,NA,NA,FALSE
ZC3HC1,Whole-Gene-Only,ENSG00000091732.11,chr7,129658126-129691291,0.02635376,-0.4943706,NA,NA,NA,FALSE
COPG2,Whole-Gene-Only,ENSG00000158623.10,chr7,130146089-130353598,0.030587275,0.484709,NA,NA,NA,FALSE
C7orf49,Both,ENSG00000122783.12,chr7,134777115-134855547,0.023396041,0.5541124,ENST00000487774.1,0.028923338,0.5119623,FALSE
TTC26,Whole-Gene-Only,ENSG00000105948.9,chr7,138818490-138876732,0.009103659,0.5709308,NA,NA,NA,FALSE
NDUFB2,Isoform-Only,ENST00000247866.4,chr7,140396472-140406446,NA,NA,ENST00000247866.4,0.046196062,-0.3850209,FALSE
RP11-1220K2.2,Whole-Gene-Only,ENSG00000257743.4,chr7,141811549-141922124,0.044466236,0.4519573,NA,NA,NA,FALSE
MTRNR2L6,Both,ENSG00000270672.1,chr7,142374104-142375550,0.003627872,-0.70619,ENST00000604952.1,0.013107695,-0.7441773,FALSE
C7orf34,Whole-Gene-Only,ENSG00000165131.6,chr7,142636440-142637955,0.023337057,0.4733131,NA,NA,NA,FALSE
ZNF425,Both,ENSG00000204947.4,chr7,148799876-148823438,0.015227361,-0.5318543,ENST00000378061.2,0.026198823,-0.5124549,FALSE
ZNF212,Both,ENSG00000170260.4,chr7,148936742-148952700,0.023913284,-0.5353597,ENST00000335870.2,0.025637713,-0.5711381,FALSE
ZNF746,Both,ENSG00000181220.11,chr7,149169885-149194908,0.038572975,0.5076176,ENST00000340622.3,0.040992401,0.4610952,FALSE
PAXIP1,Both,ENSG00000157212.14,chr7,154735397-154794794,0.041073483,0.4995821,ENST00000473219.1,0.037856821,0.5029733,FALSE
LMBR1,Isoform-Only,ENST00000359422.4,chr7,156474215-156589187,NA,NA,ENST00000359422.4,0.025926757,0.5196423,FALSE
PSMG3,Isoform-Only,ENST00000404674.3,chr7,1606987-1609681,NA,NA,ENST00000404674.3,0.014974697,-0.5450007,FALSE
TWISTNB,Both,ENSG00000105849.5,chr7,19735085-19748710,0.008776202,-0.5391259,ENST00000222567.5,0.006555134,-0.5849229,FALSE
AC005083.1,Isoform-Only,ENST00000439058.1,chr7,20257200-20261304,NA,NA,ENST00000439058.1,0.047412457,-0.4749853,FALSE
GPNMB,Whole-Gene-Only,ENSG00000136235.11,chr7,23275586-23314727,0.012178744,-0.533045,NA,NA,NA,FALSE
OSBPL3,Whole-Gene-Only,ENSG00000070882.8,chr7,24836158-25021253,0.038269909,-0.4857911,NA,NA,NA,FALSE
HNRNPA2B1,Isoform-Only,ENST00000463181.1,chr7,26229924-26240404,NA,NA,ENST00000463181.1,0.039716738,0.5620247,TRUE
HIBADH,Isoform-Only,ENST00000428288.2,chr7,27565094-27702487,NA,NA,ENST00000428288.2,0.030240044,-0.4407934,FALSE
CREB5,Isoform-Only,ENST00000468391.1,chr7,28725754-28764293,NA,NA,ENST00000468391.1,0.028566198,0.5046915,FALSE
SCRN1,Both,ENSG00000136193.12,chr7,29959719-30029905,0.027360534,-0.5430003,ENST00000242059.5,0.032722162,-0.5453488,TRUE
C7orf41,Isoform-Only,ENST00000324489.5,chr7,30185417-30202376,NA,NA,ENST00000324489.5,0.002934386,-0.6359445,FALSE
KBTBD2,Whole-Gene-Only,ENSG00000170852.6,chr7,32907784-32933743,0.029428365,0.6922445,NA,NA,NA,FALSE
EEPD1,Isoform-Only,ENST00000444777.1,chr7,36336753-36339334,NA,NA,ENST00000444777.1,0.027140257,0.5817708,FALSE
VPS41,Isoform-Only,ENST00000395969.2,chr7,38765155-38948774,NA,NA,ENST00000395969.2,0.031699735,-0.4785275,FALSE
INHBA,Both,ENSG00000122641.9,chr7,41724712-41742706,0.029798299,-0.4915029,ENST00000242208.4,0.024842814,-0.5318698,FALSE
PSMA2,Isoform-Only,ENST00000223321.4,chr7,42956460-42971822,NA,NA,ENST00000223321.4,0.039278995,-0.3861258,FALSE
URGCP,Both,ENSG00000106608.12,chr7,43915493-43966010,0.036142569,-0.4931845,ENST00000402306.3,0.020145728,-0.5011822,FALSE
AEBP1,Whole-Gene-Only,ENSG00000106624.4,chr7,44143960-44154161,0.045290863,-0.4570318,NA,NA,NA,FALSE
ZMIZ2,Isoform-Only,ENST00000463056.1,chr7,44799550-44808296,NA,NA,ENST00000463056.1,0.020309629,-0.4314227,FALSE
H2AFV,Isoform-Only,ENST00000350771.3,chr7,44873827-44887675,NA,NA,ENST00000350771.3,0.032754106,0.4838606,FALSE
CCM2,Isoform-Only,ENST00000477605.1,chr7,45107235-45116036,NA,NA,ENST00000477605.1,0.036488994,0.4715376,TRUE
IGFBP3,Whole-Gene-Only,ENSG00000146674.10,chr7,45951949-45961473,0.042364684,-0.4624685,NA,NA,NA,TRUE
COBL,Isoform-Only,ENST00000445054.1,chr7,51083909-51261132,NA,NA,ENST00000445054.1,0.04296785,-0.4585852,TRUE
CTD-2021A8.3,Both,ENSG00000227080.2,chr7,51456127-51456811,0.018053867,-0.4769445,ENST00000446669.1,0.010324919,-0.5336079,FALSE
LANCL2,Whole-Gene-Only,ENSG00000132434.5,chr7,55433141-55501435,0.002225708,-0.6603079,NA,NA,NA,FALSE
RP11-1217F2.9,Both,ENSG00000236692.1,chr7,57255599-57257847,0.031108889,-0.4745401,ENST00000447087.1,0.034624431,-0.4949209,FALSE
MTND1P2,Both,ENSG00000235646.1,chr7,63572130-63572950,0.019784987,-0.5201747,ENST00000430604.1,0.033422874,-0.5123795,FALSE
ZNF138,Whole-Gene-Only,ENSG00000197008.5,chr7,64254766-64294054,0.002614314,-0.6178991,NA,NA,NA,FALSE
DAGLB,Isoform-Only,ENST00000462934.1,chr7,6448757-6462434,NA,NA,ENST00000462934.1,0.042194334,0.4725892,FALSE
DAGLB,Isoform-Only,ENST00000482149.1,chr7,6448761-6457422,NA,NA,ENST00000482149.1,0.005033772,-0.6092736,FALSE
ZNF316,Whole-Gene-Only,ENSG00000205903.2,chr7,6676953-6694242,0.046641685,0.447031,NA,NA,NA,FALSE
AUTS2,Isoform-Only,ENST00000342771.4,chr7,69064319-70258054,NA,NA,ENST00000342771.4,0.030065073,-0.5074283,TRUE
BAZ1B,Isoform-Only,ENST00000404251.1,chr7,72855895-72936608,NA,NA,ENST00000404251.1,0.048397915,-0.4780205,TRUE
NCF1,Whole-Gene-Only,ENSG00000158517.9,chr7,74188309-74203659,0.029836359,0.4940511,NA,NA,NA,TRUE
NCF1C,Isoform-Only,ENST00000438382.2,chr7,74572445-74587848,NA,NA,ENST00000438382.2,0.045008419,0.4647919,TRUE
STYXL1,Isoform-Only,ENST00000431581.1,chr7,75625727-75677271,NA,NA,ENST00000431581.1,0.040386388,-0.4638894,TRUE
HSPB1,Isoform-Only,ENST00000429938.1,chr7,75932894-75933612,NA,NA,ENST00000429938.1,0.007637978,-0.6024094,TRUE
DTX2,Isoform-Only,ENST00000479915.1,chr7,76129119-76135312,NA,NA,ENST00000479915.1,0.00168797,-0.6470639,FALSE
RSBN1L,Both,ENSG00000187257.10,chr7,77325760-77412339,0.030205087,0.5609138,ENST00000334955.8,0.039227659,0.4929235,FALSE
GNAI1,Whole-Gene-Only,ENSG00000127955.11,chr7,79763271-79848718,0.034928595,-0.4763111,NA,NA,NA,TRUE
MIR1255B1,Both,ENSG00000223770.1,chr7,81638493-81659271,0.009033144,0.5658656,ENST00000439234.1,0.024040387,0.524944,FALSE
CROT,Isoform-Only,ENST00000331536.3,chr7,86975011-87029111,NA,NA,ENST00000331536.3,0.027051,-0.4908803,FALSE
CTB-167B5.2,Whole-Gene-Only,ENSG00000264868.1,chr7,87900207-87903065,0.031997805,0.5115391,NA,NA,NA,FALSE
SUN1,Isoform-Only,ENST00000497943.1,chr7,908111-914539,NA,NA,ENST00000497943.1,0.012281193,-0.5415262,FALSE
SLC25A13,Isoform-Only,ENST00000265631.5,chr7,95749532-95951405,NA,NA,ENST00000265631.5,0.002918606,-0.6336475,TRUE
ASNS,Isoform-Only,ENST00000455086.1,chr7,97481464-97501706,NA,NA,ENST00000455086.1,0.013898028,-0.5306977,TRUE
OR7E38P,Both,ENSG00000183444.10,chr7,97595402-97596386,0.013110554,-0.467472,ENST00000442908.2,0.015614846,-0.4984514,FALSE
PDAP1,Isoform-Only,ENST00000426447.1,chr7,98994146-99006213,NA,NA,ENST00000426447.1,0.046438588,-0.4105175,FALSE
ATP5J2,Isoform-Only,ENST00000544611.1,chr7,99055819-99058152,NA,NA,ENST00000544611.1,0.044478449,-0.4653075,TRUE
CYP3A5,Isoform-Only,ENST00000222982.4,chr7,99245817-99277619,NA,NA,ENST00000222982.4,0.029888863,-0.4928951,FALSE
COPS6,Isoform-Only,ENST00000426712.1,chr7,99688051-99689530,NA,NA,ENST00000426712.1,0.040927825,-0.4627812,FALSE
COX6C,Isoform-Only,ENST00000517682.2,chr8,100890377-100905909,NA,NA,ENST00000517682.2,0.030247936,-0.494766,TRUE
PABPC1,Isoform-Only,ENST00000519596.1,chr8,101718922-101727829,NA,NA,ENST00000519596.1,0.001918181,-0.6269666,TRUE
PABPC1,Isoform-Only,ENST00000518716.1,chr8,101718931-101722075,NA,NA,ENST00000518716.1,0.026317277,-0.4748486,TRUE
RP11-521I2.3,Whole-Gene-Only,ENSG00000260368.1,chr8,101925475-101926616,0.044695692,0.4478885,NA,NA,NA,FALSE
GRHL2,Whole-Gene-Only,ENSG00000083307.6,chr8,102504660-102681954,0.03201918,-0.4560764,NA,NA,NA,FALSE
NCALD,Whole-Gene-Only,ENSG00000104490.13,chr8,102698771-103137135,0.035216307,-0.4329558,NA,NA,NA,FALSE
KB-1507C5.4,Whole-Gene-Only,ENSG00000254281.1,chr8,103991013-104012412,0.02742606,0.4758109,NA,NA,NA,FALSE
DEPTOR,Both,ENSG00000155792.5,chr8,120885957-121063152,0.031131518,-0.4752459,ENST00000286234.5,0.029603273,-0.4994181,TRUE
MRPL13,Whole-Gene-Only,ENSG00000172172.3,chr8,121393000-121457642,0.016172962,-0.5529233,NA,NA,NA,TRUE
FAM83A,Both,ENSG00000147689.12,chr8,124191200-124222314,0.024380805,-0.5077515,ENST00000276699.6,0.041339761,-0.4691128,FALSE
FAM83A,Both,ENSG00000147689.12,chr8,124191200-124222314,0.024380805,-0.5077515,ENST00000518448.1,0.031425856,-0.5145701,FALSE
WDYHV1,Whole-Gene-Only,ENSG00000156795.2,chr8,124428965-124479470,0.026030567,-0.4794634,NA,NA,NA,FALSE
FBXO32,Both,ENSG00000156804.3,chr8,124510129-124553446,0.017729592,-0.5364975,ENST00000287396.2,0.028253823,-0.5188943,TRUE
FBXO32,Both,ENSG00000156804.3,chr8,124510129-124553446,0.017729592,-0.5364975,ENST00000520511.1,0.006939443,-0.6079919,TRUE
LINC00861,Both,ENSG00000245164.2,chr8,126934552-126963493,0.007886018,0.5726387,ENST00000500989.2,0.023962833,0.5270316,FALSE
ASAP1,Isoform-Only,ENST00000357668.1,chr8,131064353-131414217,NA,NA,ENST00000357668.1,0.02116203,0.5019689,FALSE
AGO2,Isoform-Only,ENST00000220592.5,chr8,141541264-141645718,NA,NA,ENST00000220592.5,0.022911114,0.5217386,FALSE
PTK2,Whole-Gene-Only,ENSG00000169398.15,chr8,141667999-142012315,0.017367019,-0.5185394,NA,NA,NA,TRUE
PTP4A3,Isoform-Only,ENST00000524028.1,chr8,142432118-142441620,NA,NA,ENST00000524028.1,0.016993887,0.5347984,FALSE
LY6K,Both,ENSG00000160886.9,chr8,143781529-143786545,0.027231649,-0.4867547,ENST00000519390.1,0.003130338,-0.6485879,FALSE
LY6K,Both,ENSG00000160886.9,chr8,143781529-143786545,0.027231649,-0.4867547,ENST00000522591.1,0.004975696,-0.615587,FALSE
SHARPIN,Isoform-Only,ENST00000532536.1,chr8,145153536-145154225,NA,NA,ENST00000532536.1,0.048351214,0.4846903,FALSE
HSF1,Isoform-Only,ENST00000527328.1,chr8,145534085-145538379,NA,NA,ENST00000527328.1,0.011272281,-0.5755141,TRUE
MSR1,Both,ENSG00000038945.10,chr8,15965387-16424999,0.000439686,-0.6817773,ENST00000381998.4,0.005734955,-0.6051174,TRUE
VPS37A,Isoform-Only,ENST00000521829.1,chr8,17104632-17152561,NA,NA,ENST00000521829.1,0.027846273,-0.4848978,FALSE
MTUS1,Both,ENSG00000129422.9,chr8,17501304-17658426,0.033410546,-0.4928505,ENST00000400046.1,0.009799439,-0.6107799,FALSE
CSGALNACT1,Both,ENSG00000147408.10,chr8,19261672-19615540,0.03201954,-0.5216175,ENST00000311540.4,0.016790655,-0.6274542,FALSE
POLR3D,Whole-Gene-Only,ENSG00000168495.8,chr8,22102617-22112113,0.019989183,-0.5159635,NA,NA,NA,FALSE
PPP3CC,Whole-Gene-Only,ENSG00000120910.10,chr8,22298332-22398652,0.03361418,-0.4931622,NA,NA,NA,TRUE
SORBS3,Whole-Gene-Only,ENSG00000120896.9,chr8,22402499-22433301,0.038668069,-0.3895109,NA,NA,NA,FALSE
TNFRSF10B,Isoform-Only,ENST00000276431.4,chr8,22877646-22926692,NA,NA,ENST00000276431.4,0.006114479,-0.6022626,TRUE
ADAMDEC1,Isoform-Only,ENST00000522298.1,chr8,24241983-24263526,NA,NA,ENST00000522298.1,0.027098882,-0.4886953,FALSE
PTK2B,Isoform-Only,ENST00000420218.2,chr8,27183081-27316903,NA,NA,ENST00000420218.2,0.026301074,0.4881325,TRUE
FBXO25,Whole-Gene-Only,ENSG00000147364.12,chr8,356428-421225,0.004219636,-0.6100879,NA,NA,NA,FALSE
RP11-593P24.2,Whole-Gene-Only,ENSG00000253504.1,chr8,36135281-36136404,0.037766537,-0.4813323,NA,NA,NA,FALSE
RP11-446E9.2,Whole-Gene-Only,ENSG00000271722.1,chr8,56926046-56926727,0.045833811,0.4310172,NA,NA,NA,FALSE
DEFB103B,Both,ENSG00000177243.3,chr8,7286410-7287870,0.003076604,-0.6235391,ENST00000318124.3,0.001856026,-0.6826003,FALSE
STAU2,Isoform-Only,ENST00000521451.1,chr8,74462782-74659119,NA,NA,ENST00000521451.1,0.033113751,-0.4841302,TRUE
DEFB103A,Both,ENSG00000176797.3,chr8,7738726-7740186,0.003076604,-0.6235391,ENST00000314357.3,0.001856026,-0.6826003,FALSE
DEFB4A,Both,ENSG00000171711.2,chr8,7752151-7754233,0.000552432,-0.7063821,ENST00000302247.2,0.000744496,-0.7230988,FALSE
TPD52,Isoform-Only,ENST00000379096.5,chr8,80947103-81083793,NA,NA,ENST00000379096.5,0.048119547,-0.4572024,FALSE
ZBTB10,Isoform-Only,ENST00000430430.1,chr8,81397902-81438500,NA,NA,ENST00000430430.1,0.037177749,-0.4848438,FALSE
RP11-51M18.1,Both,ENSG00000253898.1,chr8,84315993-84321135,0.004316668,-0.5708453,ENST00000522365.1,0.00778986,-0.5573404,FALSE
CPNE3,Isoform-Only,ENST00000517490.1,chr8,87559534-87573639,NA,NA,ENST00000517490.1,0.025855499,-0.395491,TRUE
